meal_name,Calories,Proteins,Carbs,Fats,sugar_g,diet_type
Other,1265.0,123.98,310.57,82.13,26.37,Balanced
Other,2118.0,79.18,198.53,52.16,43.05,Paleo
Other,1810.0,108.84,271.32,72.04,12.29,Low-Carb
Other,1685.0,102.04,254.53,67.36,42.86,Balanced
Other,1852.0,99.3,250.32,66.8,41.68,Vegan
Other,1719.0,75.12,192.05,49.86,0.04,Low-Carb
Other,2283.0,78.14,195.77,52.12,16.71,Keto
Other,2419.0,100.15,250.86,66.79,31.3,Vegan
Other,2999.0,115.21,289.56,76.76,25.94,Vegetarian
Other,1997.0,127.9,321.92,85.75,29.74,Vegan
Other,2988.0,112.59,281.99,74.95,48.86,Vegan
Other,2327.0,112.91,281.73,75.11,1.97,Paleo
Other,1902.0,97.96,242.66,64.79,24.47,Keto
Other,2482.0,154.31,384.76,103.2,0.38,Paleo
Other,1946.0,83.02,208.63,55.61,49.43,Vegan
Other,1627.0,131.7,329.62,87.49,11.69,Vegetarian
Other,3537.0,102.08,254.46,66.98,24.49,Vegetarian
Other,2255.0,79.7,200.72,53.26,0.61,Paleo
Other,1603.0,108.44,271.34,72.58,35.56,Vegetarian
Other,2285.0,114.3,284.97,76.19,42.8,Vegetarian
Other,1765.0,108.92,271.11,72.06,34.05,Vegan
Other,2763.0,114.01,284.3,75.73,36.47,Paleo
Other,3512.0,108.28,267.93,71.91,29.75,Vegan
Other,3108.0,91.13,229.1,61.43,41.72,Low-Carb
Other,1394.0,85.1,211.31,56.91,2.19,Low-Carb
Other,1892.0,72.3,180.96,47.71,11.18,Vegetarian
Other,1630.0,123.98,307.9,82.87,16.12,Keto
Other,2492.0,154.61,384.17,102.54,0.2,Paleo
Other,1838.0,84.6,212.53,56.2,32.93,Vegetarian
Other,2314.0,98.11,242.07,64.39,39.65,Paleo
Other,2342.0,84.24,209.57,55.36,18.29,Vegetarian
Other,1043.0,132.91,335.2,88.88,7.26,Vegan
Other,2559.0,100.59,252.8,67.15,49.07,Vegan
Other,1964.0,121.28,301.87,80.51,33.1,Paleo
Other,2211.0,122.24,305.53,81.58,17.41,Vegan
Other,1723.0,84.09,209.74,56.43,37.49,Vegetarian
Other,1758.0,123.61,309.02,82.7,8.13,Vegetarian
Other,1649.0,99.14,244.92,65.4,12.38,Balanced
Other,1791.0,104.78,261.81,69.94,34.09,Keto
Other,1896.0,67.24,165.5,44.45,7.3,Low-Carb
Other,2420.0,107.42,269.9,71.86,41.17,Vegan
Other,3208.0,118.6,296.45,78.83,10.69,Low-Carb
Other,2632.0,79.67,197.59,52.34,4.12,Vegan
Other,1639.0,81.18,204.41,54.26,26.63,Vegetarian
Other,1987.0,76.08,189.03,50.24,1.53,Low-Carb
Other,3040.0,122.83,306.55,81.26,38.63,Balanced
Other,3485.0,122.89,305.91,82.04,44.84,Keto
Other,2211.0,85.32,211.17,56.8,18.47,Vegan
Other,1542.0,88.96,219.58,58.82,25.94,Paleo
Other,2401.0,118.86,294.89,79.33,18.75,Vegan
Other,1706.0,93.41,232.97,62.19,38.29,Vegetarian
Other,1399.0,87.68,218.71,58.6,16.09,Keto
Other,1726.0,103.06,259.61,68.84,11.84,Paleo
Other,1837.0,116.62,296.43,78.05,18.02,Balanced
Other,2096.0,120.88,303.29,80.43,37.81,Vegetarian
Other,2322.0,98.88,247.29,66.25,20.86,Keto
Other,1551.0,83.38,209.0,55.47,15.51,Vegetarian
Other,2194.0,102.83,255.76,68.27,8.93,Balanced
Other,2613.0,101.19,252.59,66.58,9.13,Low-Carb
Other,2025.0,73.37,183.25,48.9,33.14,Paleo
Other,3021.0,112.9,281.19,75.34,21.39,Vegetarian
Other,2790.0,85.41,214.52,57.25,29.42,Keto
Other,1295.0,155.27,384.13,103.01,31.03,Balanced
Other,2654.0,119.62,297.86,78.91,25.13,Vegetarian
Other,1405.0,93.19,232.93,62.53,9.32,Vegan
Other,1678.0,124.9,313.74,83.63,13.25,Vegan
Other,2029.0,118.79,296.28,79.0,46.78,Balanced
Other,1563.0,85.58,214.3,56.92,20.59,Vegan
Other,1508.0,116.16,292.32,77.87,45.72,Paleo
Other,1822.0,155.01,387.23,103.8,0.52,Low-Carb
Other,3033.0,121.91,305.04,81.17,39.71,Keto
Other,2534.0,117.06,291.93,77.92,20.5,Vegetarian
Other,1671.0,67.29,167.16,44.93,8.38,Balanced
Other,1193.0,91.2,228.45,61.24,40.23,Paleo
Other,2286.0,97.43,242.44,65.04,39.6,Vegan
Other,2153.0,87.45,215.16,57.98,31.49,Keto
Other,2585.0,100.27,250.32,66.98,6.91,Keto
Other,1808.0,77.95,195.2,52.13,1.35,Vegan
Other,2557.0,110.22,275.83,73.66,44.98,Vegan
Other,1950.0,123.59,307.3,81.89,17.19,Vegan
Other,1667.0,92.66,230.52,61.46,30.04,Low-Carb
Other,1600.0,79.73,200.9,52.98,16.27,Paleo
Other,1256.0,75.05,188.33,49.98,48.57,Vegetarian
Other,1796.0,124.42,308.94,82.57,47.11,Balanced
Other,1427.0,115.69,289.22,77.21,28.33,Low-Carb
Other,1804.0,78.32,198.45,52.32,36.98,Vegetarian
Other,1652.0,141.36,354.12,94.26,11.28,Paleo
Other,3020.0,111.45,278.04,74.75,18.16,Vegan
Other,1358.0,77.39,195.22,52.01,42.62,Vegan
Other,1315.0,94.37,235.24,63.24,8.71,Low-Carb
Other,3010.0,86.24,216.67,57.4,-0.14,Paleo
Other,2092.0,63.23,158.59,42.35,4.23,Paleo
Other,1354.0,110.49,275.43,74.07,27.44,Vegetarian
Other,1633.0,119.46,296.98,79.35,6.07,Paleo
Other,1800.0,79.03,196.56,52.49,25.66,Keto
Other,1606.0,124.27,313.1,82.93,42.93,Low-Carb
Other,1435.0,130.09,323.53,86.36,19.15,Vegetarian
Other,2942.0,97.12,243.46,64.54,32.01,Vegan
Other,1770.0,79.56,199.68,53.57,41.85,Balanced
Other,2150.0,111.95,281.55,74.57,35.42,Balanced
Other,1760.0,107.67,271.89,71.99,41.11,Vegetarian
Other,3489.0,119.53,300.17,79.46,39.79,Keto
Other,1711.0,121.53,305.29,80.98,10.18,Vegan
Other,1224.0,91.76,230.55,60.88,40.96,Paleo
Other,1718.0,92.87,231.02,62.1,26.4,Vegetarian
Other,2789.0,122.4,306.24,81.84,15.74,Low-Carb
Other,2162.0,65.42,163.19,43.1,37.96,Vegan
Other,1880.0,88.55,219.43,58.48,32.04,Vegetarian
Other,1732.0,95.61,237.92,63.52,48.04,Keto
Other,1901.0,93.89,237.82,62.97,27.17,Balanced
Other,2928.0,77.0,193.23,51.27,20.68,Vegan
Other,1553.0,98.77,245.36,65.48,2.37,Vegetarian
Other,1974.0,98.66,248.85,66.61,10.13,Vegan
Other,2500.0,112.9,281.14,74.98,20.11,Balanced
Other,2136.0,126.83,315.23,83.87,35.89,Low-Carb
Other,1660.0,81.75,204.41,54.85,45.7,Low-Carb
Other,2437.0,77.33,193.13,51.12,16.62,Keto
Other,1928.0,111.83,280.34,74.41,35.98,Low-Carb
Other,2150.0,75.6,187.48,50.16,6.25,Low-Carb
Other,1905.0,72.19,181.03,48.9,27.91,Keto
Other,1445.0,82.46,203.12,54.66,0.7,Balanced
Other,2993.0,97.16,243.76,64.81,44.48,Paleo
Other,2063.0,120.73,303.5,80.71,38.37,Vegan
Other,2636.0,115.91,290.43,77.31,47.63,Paleo
Other,1585.0,88.74,222.29,59.38,31.15,Vegan
Other,2194.0,68.88,174.55,46.47,4.58,Paleo
Other,3382.0,88.0,218.8,58.59,3.73,Low-Carb
Other,2289.0,85.18,211.81,56.33,46.32,Balanced
Other,2628.0,93.94,236.36,62.6,32.4,Keto
Other,2668.0,105.59,263.76,70.29,9.94,Low-Carb
Other,2066.0,72.07,180.67,48.53,27.97,Keto
Other,1503.0,86.12,216.49,57.21,34.91,Vegetarian
Other,1894.0,102.34,251.22,67.3,43.42,Keto
Other,1413.0,111.71,276.99,74.49,30.96,Vegetarian
Other,1797.0,82.98,210.6,55.4,39.54,Vegan
Other,2471.0,79.29,199.91,53.21,15.14,Paleo
Other,1327.0,113.2,285.1,76.01,3.51,Keto
Other,2763.0,106.17,261.97,69.38,9.8,Keto
Other,1733.0,94.23,234.64,62.79,26.67,Keto
Other,1171.0,99.8,251.11,66.8,11.04,Low-Carb
Other,2942.0,68.19,168.19,45.26,33.99,Paleo
Other,1886.0,84.4,207.88,55.9,39.57,Keto
Other,3366.0,82.28,204.59,54.49,36.23,Vegetarian
Other,2084.0,90.72,226.77,60.4,12.09,Balanced
Other,1444.0,98.63,246.97,66.13,2.17,Low-Carb
Other,1353.0,88.09,220.67,58.68,23.84,Vegetarian
Other,1744.0,80.43,200.41,53.42,45.27,Balanced
Other,2438.0,111.41,279.8,74.21,40.38,Low-Carb
Other,2327.0,112.11,282.98,75.61,1.77,Low-Carb
Other,3291.0,164.41,408.37,109.86,12.07,Balanced
Other,1338.0,98.27,242.67,65.37,46.44,Balanced
Other,1748.0,97.58,245.63,65.39,6.89,Vegetarian
Other,1981.0,119.89,304.16,80.49,11.47,Vegetarian
Other,2814.0,160.87,399.49,107.29,16.41,Vegetarian
Other,1344.0,105.89,265.59,71.01,9.26,Balanced
Other,2026.0,162.21,406.95,108.24,41.22,Low-Carb
Other,3028.0,82.43,205.43,55.43,42.94,Paleo
Other,1481.0,106.73,267.52,71.94,10.51,Paleo
Other,1611.0,76.3,189.5,50.6,41.71,Paleo
Other,3280.0,99.19,247.85,66.3,45.51,Vegetarian
Other,1581.0,118.52,296.04,79.14,15.83,Keto
Other,1992.0,100.92,252.65,66.7,7.46,Vegetarian
Other,1571.0,55.86,139.68,37.13,8.85,Vegan
Other,2443.0,125.93,314.28,84.11,47.68,Low-Carb
Other,1797.0,97.68,243.1,65.52,6.98,Balanced
Other,2854.0,106.91,268.12,71.3,45.15,Keto
Other,3276.0,82.43,205.94,54.36,22.72,Vegetarian
Other,2269.0,117.29,294.65,78.63,41.94,Vegan
Other,1750.0,131.0,328.5,87.52,36.98,Keto
Other,1807.0,97.99,244.87,65.5,39.39,Paleo
Other,2179.0,121.77,301.98,81.03,38.1,Paleo
Other,1272.0,105.61,264.1,70.32,16.01,Paleo
Other,2832.0,97.04,241.83,63.67,11.15,Low-Carb
Other,3270.0,88.75,220.72,58.64,27.54,Low-Carb
Other,1788.0,166.51,414.88,110.52,30.22,Paleo
Other,1806.0,81.24,204.64,54.73,19.86,Paleo
Other,1605.0,83.29,208.88,55.2,23.05,Low-Carb
Other,1484.0,111.55,278.6,73.8,31.05,Balanced
Other,1886.0,75.13,190.26,50.64,6.06,Low-Carb
Other,1477.0,85.63,212.09,56.98,6.36,Vegan
Other,2000.0,156.18,390.86,103.44,8.08,Balanced
Other,2843.0,77.47,192.16,51.36,33.49,Low-Carb
Other,1840.0,83.92,209.62,55.9,26.7,Balanced
Other,1806.0,93.77,235.48,62.57,17.93,Balanced
Other,1542.0,71.92,180.73,47.87,28.15,Vegan
Other,1432.0,115.19,287.19,76.41,41.51,Vegan
Other,2009.0,76.03,189.01,50.19,2.83,Vegetarian
Other,1547.0,84.25,209.68,56.35,41.2,Low-Carb
Other,2695.0,88.32,221.64,58.9,5.24,Keto
Other,1214.0,100.08,252.1,67.03,16.16,Balanced
Other,1469.0,89.92,223.13,60.01,48.23,Vegetarian
Other,2672.0,114.17,284.58,76.14,27.64,Low-Carb
Other,2677.0,110.82,275.29,73.16,44.94,Vegan
Other,1215.0,81.33,200.94,53.68,0.36,Keto
Other,2315.0,81.96,207.32,55.32,16.86,Low-Carb
Other,3202.0,112.19,281.43,75.55,49.08,Balanced
Other,1631.0,87.61,218.96,58.04,2.91,Keto
Other,2375.0,151.0,377.62,100.54,36.32,Vegetarian
Other,1835.0,146.07,367.05,97.54,27.94,Keto
Other,2548.0,109.95,276.63,73.96,12.74,Low-Carb
Other,1925.0,83.67,208.2,56.06,40.35,Keto
Other,1723.0,66.73,169.88,44.83,3.17,Low-Carb
Other,2457.0,88.32,221.71,58.96,42.97,Balanced
Other,1595.0,67.6,169.24,44.67,5.24,Balanced
Other,1794.0,79.51,196.36,51.96,37.11,Balanced
Other,2338.0,79.42,197.34,53.68,32.37,Paleo
Other,1760.0,119.34,298.3,79.67,5.46,Paleo
Other,1952.0,83.17,208.94,56.12,16.41,Vegetarian
Other,2443.0,120.13,297.35,79.86,23.4,Vegetarian
Other,3288.0,81.74,204.15,54.29,4.17,Low-Carb
Other,2425.0,107.51,270.25,71.45,4.39,Vegan
Other,1786.0,88.95,220.59,59.34,28.67,Paleo
Other,1601.0,109.59,274.81,73.8,13.37,Vegan
Other,1989.0,79.66,198.28,52.77,7.1,Vegan
Other,1571.0,106.46,268.1,70.82,34.48,Keto
Other,3383.0,127.47,320.4,85.35,33.29,Keto
Other,2114.0,95.9,240.31,63.58,30.24,Vegetarian
Other,3335.0,118.95,296.11,78.76,11.12,Vegan
Other,2558.0,100.67,252.11,67.21,47.7,Paleo
Other,2779.0,62.12,154.47,40.96,1.75,Balanced
Other,2037.0,120.24,300.15,80.23,2.53,Low-Carb
Other,2177.0,158.57,397.76,105.93,46.65,Balanced
Other,2790.0,91.98,229.37,60.73,13.48,Vegetarian
Other,2239.0,105.17,261.79,71.01,2.12,Balanced
Other,1646.0,88.53,220.96,58.71,6.1,Vegan
Other,2053.0,81.79,206.04,54.81,19.04,Vegetarian
Other,2599.0,163.19,411.07,109.46,6.93,Vegan
Other,2298.0,184.74,461.72,123.35,42.77,Low-Carb
Other,2832.0,98.19,247.1,65.22,16.27,Keto
Other,3112.0,96.73,240.5,64.36,40.47,Keto
Other,1804.0,92.96,233.31,61.94,26.54,Low-Carb
Other,1740.0,85.42,213.33,56.8,12.61,Vegetarian
Other,1875.0,87.51,218.93,58.18,5.15,Keto
Other,2307.0,82.35,206.55,55.06,34.86,Vegetarian
Other,2585.0,82.06,207.07,54.91,14.31,Low-Carb
Other,2247.0,112.16,279.93,74.39,33.07,Vegan
Other,2753.0,85.49,215.63,57.14,21.98,Balanced
Other,2068.0,72.61,180.81,47.9,3.18,Vegetarian
Other,3100.0,108.86,269.81,72.3,38.21,Vegetarian
Other,1419.0,68.05,170.62,45.42,41.26,Paleo
Other,1166.0,110.69,279.34,73.98,47.49,Paleo
Other,1859.0,120.47,302.61,80.0,35.02,Keto
Other,1987.0,148.86,371.74,98.52,20.83,Low-Carb
Other,1407.0,68.16,171.21,45.36,16.87,Vegetarian
Other,1352.0,97.25,244.28,65.09,23.37,Vegan
Other,1669.0,134.64,334.64,89.76,37.99,Vegetarian
Other,1433.0,88.77,219.67,58.27,23.6,Vegetarian
Other,2069.0,91.01,226.8,60.67,46.33,Keto
Other,2648.0,86.19,212.65,57.35,21.85,Vegan
Other,1882.0,93.25,230.01,62.7,26.68,Low-Carb
Other,2885.0,103.45,260.51,69.69,40.89,Paleo
Other,2185.0,81.83,205.57,54.63,19.17,Vegetarian
Other,1432.0,124.12,310.9,82.27,10.33,Vegan
Other,937.0,87.71,219.82,57.88,24.31,Low-Carb
Other,1885.0,94.68,235.69,62.69,20.57,Vegetarian
Other,2092.0,93.75,233.21,62.4,27.5,Paleo
Other,2073.0,140.82,349.03,93.06,16.78,Vegetarian
Other,1258.0,82.03,204.79,54.33,0.69,Vegan
Other,2092.0,95.74,239.65,63.63,45.78,Vegetarian
Other,1222.0,88.18,218.16,58.34,23.69,Vegetarian
Other,2040.0,78.2,197.24,51.79,15.04,Vegan
Other,2494.0,113.64,285.97,75.88,22.62,Vegetarian
Other,2558.0,93.0,233.85,61.79,-0.23,Paleo
Other,2199.0,162.73,408.35,108.73,2.72,Vegan
Other,1691.0,86.58,216.2,57.44,39.72,Vegan
Other,1837.0,129.26,323.61,85.71,5.03,Keto
Other,2119.0,113.8,283.37,76.36,33.99,Vegan
Other,1680.0,94.37,236.52,63.4,25.05,Vegan
Other,1996.0,106.75,267.88,71.18,32.45,Vegan
Other,2484.0,96.48,240.06,64.1,17.72,Vegan
Other,1658.0,163.8,410.81,109.03,19.5,Vegetarian
Other,1658.0,124.24,310.95,82.94,44.38,Balanced
Other,1666.0,80.04,200.54,53.54,42.74,Vegetarian
Other,1722.0,87.93,220.42,58.2,16.66,Vegan
Other,2033.0,101.73,253.47,67.91,2.85,Low-Carb
Other,1664.0,79.21,198.22,52.64,37.31,Paleo
Other,1920.0,99.83,249.87,66.75,42.29,Balanced
Other,2369.0,72.61,182.07,48.48,10.75,Keto
Other,2040.0,112.67,282.26,75.44,4.13,Balanced
Other,2190.0,163.47,407.21,108.75,2.61,Keto
Other,1850.0,85.1,212.69,56.75,34.33,Low-Carb
Other,2020.0,83.29,209.56,55.75,39.99,Paleo
Other,1374.0,68.79,171.54,45.33,16.14,Vegan
Other,1890.0,85.67,213.49,56.0,18.59,Vegan
Other,1830.0,94.11,236.21,62.62,38.08,Balanced
Other,2310.0,73.53,184.58,49.18,16.33,Low-Carb
Other,2074.0,82.22,207.19,54.58,9.35,Keto
Other,1388.0,91.58,228.27,59.94,38.62,Low-Carb
Other,1890.0,127.7,318.99,84.93,7.4,Low-Carb
Other,1301.0,112.84,283.71,75.85,11.92,Balanced
Other,2581.0,91.32,229.47,61.74,13.68,Vegan
Other,1544.0,76.94,191.54,50.86,29.63,Paleo
Other,1368.0,115.79,287.75,76.64,13.32,Paleo
Other,1389.0,96.02,240.8,64.79,45.97,Balanced
Other,1139.0,79.01,197.33,52.63,4.82,Balanced
Other,2638.0,68.39,169.51,45.42,10.81,Low-Carb
Other,1657.0,87.57,217.71,57.83,11.0,Paleo
Other,2943.0,82.53,207.96,55.14,3.8,Vegan
Other,1414.0,97.94,243.79,65.5,27.43,Vegetarian
Other,1769.0,98.61,245.43,65.44,7.19,Vegetarian
Other,1997.0,119.06,297.66,79.48,19.96,Vegan
Other,1694.0,79.84,202.48,53.64,31.62,Paleo
Other,2138.0,104.11,262.63,69.63,18.9,Balanced
Other,1972.0,70.29,176.44,46.57,10.89,Vegetarian
Other,1587.0,85.13,213.41,56.4,32.82,Paleo
Other,1574.0,91.75,231.04,61.41,2.76,Vegetarian
Other,2119.0,96.74,242.58,64.82,46.71,Low-Carb
Other,2303.0,105.79,264.04,70.43,44.86,Keto
Other,1339.0,88.12,220.4,58.99,33.86,Vegetarian
Other,1644.0,84.9,211.49,56.24,40.78,Low-Carb
Other,1216.0,110.59,277.38,73.66,47.53,Vegetarian
Other,1325.0,87.93,220.32,58.49,25.84,Balanced
Other,1905.0,149.83,373.08,99.43,36.18,Paleo
Other,3157.0,107.5,268.6,72.16,38.1,Vegetarian
Other,1893.0,74.15,183.28,49.15,16.88,Low-Carb
Other,2393.0,122.47,309.65,82.86,40.25,Vegetarian
Other,1255.0,94.85,239.65,63.43,7.45,Vegetarian
Other,1630.0,82.06,208.72,55.08,1.18,Vegetarian
Other,2395.0,126.05,313.98,83.38,7.53,Vegan
Other,2640.0,117.22,292.81,77.78,30.23,Vegetarian
Other,2268.0,101.27,255.44,67.95,9.39,Keto
Other,1792.0,108.01,270.3,72.51,40.29,Balanced
Other,2349.0,96.05,241.21,64.46,40.15,Paleo
Other,1755.0,94.53,236.66,62.93,17.82,Paleo
Other,1274.0,89.81,224.5,59.37,37.09,Paleo
Other,1728.0,111.1,279.11,74.42,11.84,Keto
Other,1451.0,77.91,196.57,51.85,10.1,Balanced
Other,1632.0,102.65,255.27,68.51,22.87,Vegetarian
Other,2825.0,71.72,180.42,47.66,46.37,Keto
Other,1561.0,86.84,215.38,58.17,41.94,Paleo
Other,1377.0,109.91,274.77,73.39,44.39,Paleo
Other,1631.0,97.69,244.17,64.94,9.82,Paleo
Other,1986.0,121.76,303.16,80.77,26.25,Vegetarian
Other,2600.0,125.01,310.98,83.48,30.74,Balanced
Other,2405.0,69.23,173.79,46.52,4.82,Vegan
Other,2425.0,125.58,314.25,83.93,16.45,Balanced
Other,1876.0,136.56,340.89,90.78,31.35,Vegetarian
Other,1644.0,163.13,409.02,108.91,19.81,Keto
Other,1438.0,98.67,246.65,65.6,12.7,Balanced
Other,1465.0,113.68,281.81,75.64,30.28,Balanced
Other,2401.0,107.0,270.66,71.61,47.74,Keto
Other,2385.0,150.81,374.55,100.24,21.95,Balanced
Other,1597.0,99.57,248.06,66.43,15.5,Paleo
Other,1899.0,120.24,300.11,80.26,2.61,Keto
Other,1989.0,110.02,273.83,72.92,14.02,Paleo
Other,2279.0,71.1,173.46,47.01,46.32,Paleo
Other,1777.0,108.34,269.29,71.75,38.77,Keto
Other,1335.0,112.4,279.58,74.82,46.03,Low-Carb
Other,1838.0,68.35,171.86,45.63,-0.67,Vegetarian
Other,1577.0,81.29,202.68,54.56,26.42,Paleo
Other,1523.0,125.81,317.49,84.69,37.12,Keto
Other,1752.0,104.09,260.82,69.53,44.55,Low-Carb
Other,1763.0,101.72,255.29,68.45,32.03,Low-Carb
Other,1403.0,79.06,194.46,52.89,36.79,Keto
Other,2123.0,112.14,279.8,74.82,5.19,Vegetarian
Other,2388.0,102.22,256.12,67.57,5.64,Vegetarian
Other,1267.0,84.28,213.67,56.43,2.91,Vegetarian
Other,2298.0,90.77,229.01,60.93,5.91,Low-Carb
Other,1469.0,124.76,310.38,83.44,27.57,Vegetarian
Other,2274.0,79.1,196.8,52.76,18.7,Low-Carb
Other,3280.0,102.8,256.35,68.76,31.26,Balanced
Other,3101.0,91.88,228.92,60.88,12.97,Balanced
Other,2461.0,102.89,255.94,68.6,24.21,Balanced
Other,2374.0,66.65,165.26,44.97,26.45,Paleo
Other,2835.0,122.37,305.48,81.14,38.8,Vegetarian
Other,2550.0,119.18,299.09,78.91,24.98,Keto
Other,1951.0,108.12,271.15,72.48,35.37,Vegetarian
Other,3387.0,101.62,253.29,67.52,24.26,Vegan
Other,2769.0,106.86,268.11,71.81,44.45,Vegan
Other,1510.0,113.84,284.62,75.67,36.64,Low-Carb
Other,1675.0,90.64,225.29,60.26,38.47,Vegetarian
Other,2339.0,85.26,212.73,57.15,32.75,Low-Carb
Other,1291.0,118.78,298.47,79.42,31.85,Keto
Other,1993.0,72.62,180.01,47.86,43.42,Balanced
Other,2250.0,64.26,162.09,43.3,38.76,Keto
Other,1582.0,98.96,243.86,65.52,5.18,Keto
Other,1708.0,80.64,201.6,53.93,45.04,Balanced
Other,1419.0,80.1,200.03,53.42,31.05,Keto
Other,1360.0,97.85,242.52,65.28,1.5,Keto
Other,1720.0,75.14,186.25,49.4,1.88,Low-Carb
Other,2080.0,78.78,194.62,52.02,24.13,Low-Carb
Other,1483.0,109.03,269.77,72.32,27.2,Keto
Other,1549.0,89.66,223.83,59.36,2.98,Vegan
Other,2243.0,88.09,218.54,58.24,2.0,Vegan
Other,1713.0,89.88,225.37,60.27,39.16,Balanced
Other,3321.0,103.32,255.59,68.12,31.08,Keto
Other,1614.0,93.15,231.64,61.95,30.39,Paleo
Other,2195.0,72.7,181.15,48.01,33.04,Paleo
Other,2508.0,95.71,242.94,64.14,17.39,Vegan
Other,1939.0,84.89,211.51,56.57,40.93,Balanced
Other,3357.0,87.92,221.64,58.62,3.47,Vegetarian
Other,2005.0,106.09,266.35,70.65,17.64,Low-Carb
Other,2320.0,160.87,402.85,107.74,48.79,Vegan
Other,1641.0,78.95,196.93,52.56,2.04,Paleo
Other,2710.0,64.63,160.72,43.35,43.32,Vegan
Other,2075.0,118.1,297.78,79.43,25.68,Keto
Other,1421.0,86.91,215.71,57.65,20.36,Paleo
Other,1902.0,100.76,252.74,66.73,10.65,Low-Carb
Other,2524.0,125.02,312.86,83.66,16.69,Balanced
Other,2473.0,77.22,193.11,51.68,6.91,Vegan
Other,2069.0,92.57,229.26,61.29,32.41,Vegan
Other,1420.0,83.36,209.03,55.94,15.95,Vegan
Other,2246.0,126.45,316.12,83.73,38.64,Paleo
Other,2280.0,159.6,398.41,105.9,47.08,Balanced
Other,2449.0,69.04,171.43,46.17,0.36,Vegetarian
Other,1635.0,98.46,247.39,65.84,2.64,Low-Carb
Other,2920.0,61.37,154.42,41.28,0.7,Low-Carb
Other,1719.0,123.55,311.27,82.96,17.3,Paleo
Other,1459.0,154.53,386.99,103.04,30.56,Vegetarian
Other,1334.0,68.47,173.64,45.82,42.59,Vegan
Other,2266.0,68.69,172.65,45.74,0.38,Vegan
Other,1797.0,71.43,179.06,47.59,43.85,Balanced
Other,2528.0,117.66,294.64,78.89,19.2,Vegetarian
Other,1750.0,100.72,250.62,67.42,15.15,Vegetarian
Other,1950.0,97.94,243.9,65.55,6.36,Low-Carb
Other,1737.0,108.28,271.09,71.62,38.89,Keto
Other,2372.0,91.4,227.42,60.97,48.38,Vegetarian
Other,2078.0,71.54,178.83,47.36,7.41,Vegan
Other,2808.0,92.01,231.65,61.43,42.16,Vegan
Other,1596.0,122.49,305.11,81.64,3.67,Vegetarian
Other,1093.0,133.38,334.2,89.24,6.8,Balanced
Other,2234.0,123.35,312.27,82.72,16.57,Keto
Other,2567.0,81.66,205.88,54.98,35.65,Vegetarian
Other,2335.0,79.52,198.33,53.5,39.32,Keto
Other,1484.0,107.78,269.12,72.07,34.09,Low-Carb
Other,2315.0,109.61,274.85,73.16,3.27,Paleo
Other,1320.0,62.68,158.69,42.03,35.86,Keto
Other,1687.0,105.12,260.2,69.73,4.16,Balanced
Other,1432.0,82.29,203.65,54.34,37.09,Keto
Other,2452.0,185.34,461.97,122.69,42.59,Vegetarian
Other,1453.0,86.77,217.37,58.02,27.38,Keto
Other,2127.0,84.7,210.27,56.65,29.23,Vegetarian
Other,1573.0,75.81,189.56,50.47,34.65,Vegan
Other,2018.0,108.46,272.89,72.98,4.18,Vegan
Other,2329.0,92.87,233.81,62.19,16.78,Paleo
Other,1714.0,113.41,284.23,75.48,13.27,Paleo
Other,1367.0,105.3,264.38,70.65,9.38,Keto
Other,2504.0,94.95,238.93,63.58,40.3,Balanced
Other,2178.0,84.4,212.29,56.08,17.73,Keto
Other,1987.0,97.44,243.24,65.29,39.64,Balanced
Other,1259.0,147.04,368.23,98.19,12.03,Low-Carb
Other,1839.0,120.62,300.38,80.49,1.62,Vegetarian
Other,2463.0,128.98,321.66,85.55,44.18,Low-Carb
Other,2055.0,171.21,430.43,114.26,41.8,Keto
Other,1362.0,80.82,202.01,53.57,37.2,Balanced
Other,2374.0,98.05,244.33,65.35,33.26,Vegan
Other,1805.0,76.99,191.76,51.67,24.03,Vegan
Other,1633.0,93.1,233.02,62.35,30.79,Balanced
Other,1358.0,83.39,209.21,55.43,26.34,Balanced
Other,1503.0,73.49,184.08,49.08,34.31,Keto
Other,1775.0,73.35,185.44,49.08,17.6,Low-Carb
Other,1315.0,76.75,190.32,51.4,49.3,Balanced
Other,1618.0,90.69,226.46,60.48,39.21,Vegetarian
Other,1655.0,123.67,307.59,82.7,22.17,Paleo
Other,1503.0,79.48,200.42,53.07,37.1,Balanced
Other,2621.0,107.32,267.6,71.78,3.96,Vegan
Other,1321.0,91.55,229.34,61.06,40.76,Paleo
Other,1877.0,124.23,311.9,82.95,43.91,Vegetarian
Other,2328.0,125.13,312.7,83.73,17.42,Vegan
Other,2006.0,71.89,180.58,48.2,39.9,Low-Carb
Other,2639.0,114.64,288.0,76.47,36.33,Vegetarian
Other,1991.0,109.61,272.31,72.65,19.0,Vegan
Other,3285.0,118.21,296.45,78.8,10.29,Vegan
Other,1451.0,156.48,387.6,104.31,26.73,Vegan
Other,2595.0,94.02,233.42,62.47,32.62,Vegan
Other,2128.0,96.7,242.89,64.26,46.64,Balanced
Other,1494.0,89.08,220.38,59.24,3.48,Low-Carb
Other,2330.0,80.45,200.5,53.43,33.37,Keto
Other,1993.0,81.1,202.39,54.33,1.96,Balanced
Other,1780.0,83.56,207.19,55.28,49.76,Paleo
Other,2430.0,101.61,254.09,67.8,5.83,Paleo
Other,2084.0,164.11,409.6,109.08,20.05,Low-Carb
